table_id,sequence_number,topic_id
C08519,5,11
C08519,5,7
B08521,6,10
B08521,6,11
B08521,6,7
B08522,6,11
B08522,6,10
B08522,6,8
B08524,6,10
B08524,6,11
C08522,6,11
C08522,6,10
C08522,6,8
C08524,6,10
C08524,6,11
B08526,7,10
B08526,7,11
C08526,7,10
C08526,7,11
B08528,8,10
B08528,8,11
B08532,8,10
B08532,8,11
C08528,8,10
C08528,8,11
C08532,8,10
C08532,8,11
B08534,9,10
B08534,9,11
B08536,9,10
B08536,9,11
B08537,9,10
B08537,9,11
B08537,9,9
C08534,9,10
C08534,9,11
C08536,9,10
C08536,9,11
C08537,9,10
C08537,9,11
C08537,9,9
B08541,10,10
B08541,10,11
B08601,10,10
B08601,10,11
B08602,10,10
B08602,10,11
B08603,10,10
B08603,10,11
C08541,10,10
C08541,10,11
C08601,10,10
C08601,10,11
C08602,10,10
C08602,10,11
C08603,10,10
C08603,10,11
B99086,11,13
B99086,11,10
B99086,11,11
B99087,11,13
B99087,11,10
B99087,11,11
B99088,11,13
B99088,11,10
B99088,11,11
B99089,11,13
B99089,11,10
B99089,11,11
B00001,12,13
B00002,12,13
B01001,13,0
B01001,13,2
B01001A,13,0
B01001A,13,3
B01001A,13,2
B01001B,13,0
B01001B,13,3
B01001B,13,2
B01001C,13,0
B01001C,13,3
B01001C,13,2
B01001D,13,0
B01001D,13,3
B01001D,13,2
C01001A,13,0
C01001A,13,3
C01001A,13,2
C01001B,13,0
C01001B,13,3
C01001B,13,2
C01001C,13,0
C01001C,13,3
C01001C,13,2
C01001D,13,0
C01001D,13,3
C01001D,13,2
B01001E,14,0
B01001E,14,3
B01001E,14,2
B01001F,14,0
B01001F,14,3
B01001F,14,2
B01001G,14,0
B01001G,14,3
B01001G,14,2
B01001H,14,0
B01001H,14,3
B01001H,14,2
B01001I,14,0
B01001I,14,3
B01001I,14,2
B01002,14,0
B01002,14,2
B01002A,14,0
B01002A,14,3
B01002A,14,2
B01002B,14,0
B01002B,14,3
B01002B,14,2
B01002C,14,0
B01002C,14,3
B01002C,14,2
B01002D,14,0
B01002D,14,3
B01002D,14,2
B01002E,14,0
B01002E,14,3
B01002E,14,2
B01002F,14,0
B01002F,14,3
B01002F,14,2
B01002G,14,0
B01002G,14,3
B01002G,14,2
B01002H,14,0
B01002H,14,3
B01002H,14,2
B01002I,14,0
B01002I,14,3
B01002I,14,2
B01003,14,0
B01003,14,2
C01001E,14,0
C01001E,14,3
C01001E,14,2
C01001F,14,0
C01001F,14,3
C01001F,14,2
C01001G,14,0
C01001G,14,3
C01001G,14,2
C01001H,14,0
C01001H,14,3
C01001H,14,2
C01001I,14,0
C01001I,14,3
C01001I,14,2
B02001,15,3
B02003,15,3
B02005,15,3
B02006,15,3
B02007,15,3
B02008,15,3
B02009,15,3
B02010,15,3
B02011,15,3
B02012,15,3
B02013,15,3
C02003,15,3
C02005,15,3
C02006,15,3
C02007,15,3
B03001,16,3
B03002,16,3
C03001,16,3
C03002,16,3
B04001,17,14
C04001,17,14
B04002,18,14
C04002,18,14
B04003,19,14
C04003,19,14
B04004,20,14
C04004,20,14
B04005,21,14
C04005,21,14
B04006,22,14
B04007,22,14
C04006,22,14
C04007,22,14
B05001,23,15
B05001,23,4
B05002,23,15
B05002,23,4
B05003,23,15
B05003,23,0
B05003,23,4
B05003,23,2
B05003A,23,15
B05003A,23,0
B05003A,23,3
B05003A,23,4
B05003A,23,2
B05003B,23,15
B05003B,23,0
B05003B,23,3
B05003B,23,4
B05003B,23,2
B05003C,23,15
B05003C,23,0
B05003C,23,3
B05003C,23,4
B05003C,23,2
B05003D,23,15
B05003D,23,0
B05003D,23,3
B05003D,23,4
B05003D,23,2
C05001,23,15
C05001,23,4
C05002,23,15
C05002,23,4
C05003,23,15
C05003,23,0
C05003,23,4
C05003,23,2
C05003A,23,15
C05003A,23,0
C05003A,23,3
C05003A,23,2
C05003B,23,15
C05003B,23,0
C05003B,23,3
C05003B,23,2
C05003C,23,15
C05003C,23,0
C05003C,23,3
C05003C,23,2
C05003D,23,15
C05003D,23,0
C05003D,23,3
C05003D,23,2
B05003E,24,15
B05003E,24,0
B05003E,24,3
B05003E,24,4
B05003E,24,2
B05003F,24,15
B05003F,24,0
B05003F,24,3
B05003F,24,4
B05003F,24,2
B05003G,24,15
B05003G,24,0
B05003G,24,3
B05003G,24,4
B05003G,24,2
B05003H,24,15
B05003H,24,0
B05003H,24,3
B05003H,24,4
B05003H,24,2
B05003I,24,15
B05003I,24,0
B05003I,24,3
B05003I,24,4
B05003I,24,2
B05004,24,15
B05004,24,0
B05004,24,4
B05004,24,2
B05005,24,15
B05005,24,4
C05003E,24,15
C05003E,24,0
C05003E,24,3
C05003E,24,2
C05003F,24,15
C05003F,24,0
C05003F,24,3
C05003F,24,2
C05003G,24,15
C05003G,24,0
C05003G,24,3
C05003G,24,2
C05003H,24,15
C05003H,24,0
C05003H,24,3
C05003H,24,2
C05003I,24,15
C05003I,24,0
C05003I,24,3
C05003I,24,2
C05005,24,15
B05006,25,15
C05006,25,15
B05007,26,15
B05007,26,4
C05007,26,15
C05007,26,4
B05008,27,15
B05008,27,2
B05009,27,15
B05009,27,16
B05009,27,17
B05010,27,15
B05010,27,8
B05010,27,16
B05010,27,17
B05010,27,7
C05008,27,15
C05008,27,2
C05009,27,15
C05009,27,16
C05009,27,17
C05010,27,15
C05010,27,8
C05010,27,16
C05010,27,17
C05010,27,7
B06001,28,15
B06001,28,0
B06002,28,15
B06002,28,0
B06003,28,15
B06003,28,2
B06004A,28,15
B06004A,28,3
B06004B,28,15
B06004B,28,3
B06004C,28,15
B06004C,28,3
B06004D,28,15
B06004D,28,3
B06004E,28,15
B06004E,28,3
B06004F,28,15
B06004F,28,3
B06004G,28,15
B06004G,28,3
B06004H,28,15
B06004H,28,3
B06004I,28,15
B06004I,28,3
C06001,28,15
C06001,28,0
C06003,28,15
C06003,28,2
B06007,29,15
B06007,29,12
B06008,29,5
B06008,29,15
B06009,29,15
B06009,29,6
B06010,29,15
B06010,29,7
B06011,29,15
B06011,29,7
B06012,29,15
B06012,29,8
C06007,29,15
C06007,29,12
C06008,29,5
C06008,29,15
B07001,30,0
B07001,30,1
B07002,30,0
B07002,30,1
B07003,30,1
B07003,30,2
B07004A,30,3
B07004A,30,1
B07004B,30,3
B07004B,30,1
B07004C,30,3
B07004C,30,1
B07004D,30,3
B07004D,30,1
B07004E,30,3
B07004E,30,1
B07004F,30,3
B07004F,30,1
B07004G,30,3
B07004G,30,1
B07004H,30,3
B07004H,30,1
B07004I,30,3
B07004I,30,1
C07001,30,0
C07001,30,1
B07007,31,1
B07007,31,4
B07008,31,5
B07008,31,1
B07009,31,6
B07009,31,1
B07010,31,1
B07010,31,7
B07011,31,1
B07011,31,7
B07012,31,8
B07012,31,1
C07008,31,5
C07008,31,1
B07013,32,1
B07013,32,9
B07101,32,1
B07201,32,1
B07202,32,1
B07203,32,1
B07204,32,1
C07201,32,1
C07202,32,1
C07203,32,1
C07204,32,1
B08006,33,10
B08006,33,11
B08007,33,10
B08007,33,11
B08008,33,10
B08008,33,11
B08009,33,10
B08009,33,11
B08011,33,10
B08011,33,11
C08006,33,10
C08006,33,11
C08007,33,10
C08007,33,11
C08011,33,10
C08011,33,11
B08012,34,10
B08012,34,11
B08013,34,10
B08013,34,11
B08013,34,2
B08014,34,10
B08014,34,11
B08015,34,10
B08015,34,11
B08015,34,2
B08016,34,10
B08016,34,11
B08017,34,10
B08017,34,11
B08018,34,10
B08018,34,11
C08012,34,10
C08012,34,11
C08014,34,10
C08014,34,11
C08016,34,10
C08016,34,11
C08017,34,10
C08017,34,11
C08018,34,10
C08018,34,11
B08101,35,0
B08101,35,10
B08101,35,11
B08103,35,0
B08103,35,10
B08103,35,11
B08105A,35,10
B08105A,35,11
B08105A,35,3
B08105B,35,10
B08105B,35,11
B08105B,35,3
B08105C,35,10
B08105C,35,11
B08105C,35,3
B08105D,35,10
B08105D,35,11
B08105D,35,3
B08105E,35,10
B08105E,35,11
B08105E,35,3
B08105F,35,10
B08105F,35,11
B08105F,35,3
B08105G,35,10
B08105G,35,11
B08105G,35,3
B08105H,35,10
B08105H,35,11
B08105H,35,3
B08105I,35,10
B08105I,35,11
B08105I,35,3
C08101,35,0
C08101,35,10
C08101,35,11
C08105A,35,10
C08105A,35,11
C08105A,35,3
C08105B,35,10
C08105B,35,11
C08105B,35,3
C08105C,35,10
C08105C,35,11
C08105C,35,3
C08105D,35,10
C08105D,35,11
C08105D,35,3
C08105E,35,10
C08105E,35,11
C08105E,35,3
C08105F,35,10
C08105F,35,11
C08105F,35,3
C08105G,35,10
C08105G,35,11
C08105G,35,3
C08105H,35,10
C08105H,35,11
C08105H,35,3
C08105I,35,10
C08105I,35,11
C08105I,35,3
B08111,36,10
B08111,36,11
B08111,36,4
B08113,36,10
B08113,36,11
B08113,36,12
C08111,36,10
C08111,36,11
C08111,36,4
C08113,36,10
C08113,36,11
C08113,36,12
B08119,37,10
B08119,37,11
B08119,37,7
B08121,37,10
B08121,37,11
B08121,37,7
B08122,37,11
B08122,37,10
B08122,37,8
C08119,37,10
C08119,37,11
C08119,37,7
C08122,37,11
C08122,37,10
C08122,37,8
B08124,38,10
B08124,38,11
B08128,38,10
B08128,38,11
C08124,38,10
C08124,38,11
C08128,38,10
C08128,38,11
B08126,39,10
B08126,39,11
C08126,39,10
C08126,39,11
B08130,40,10
B08130,40,11
B08131,40,10
B08131,40,11
B08132,40,10
B08132,40,11
B08133,40,10
B08133,40,11
C08130,40,10
C08130,40,11
C08132,40,10
C08132,40,11
C08133,40,10
C08133,40,11
B08134,41,10
B08134,41,11
B08135,41,10
B08135,41,11
B08136,41,10
B08136,41,11
B08137,41,10
B08137,41,11
B08137,41,9
C08134,41,10
C08134,41,11
C08136,41,10
C08136,41,11
C08137,41,10
C08137,41,11
C08137,41,9
B08141,42,10
B08141,42,11
B08201,42,10
B08201,42,16
B08202,42,11
B08202,42,10
B08202,42,16
B08203,42,11
B08203,42,10
B08203,42,16
B08301,42,10
B08301,42,11
C08141,42,10
C08141,42,11
C08201,42,10
C08201,42,16
C08202,42,11
C08202,42,10
C08202,42,16
C08203,42,11
C08203,42,10
C08203,42,16
C08301,42,10
C08301,42,11
B08302,43,10
B08302,43,11
B08303,43,10
B08303,43,11
C08302,43,10
C08302,43,11
C08303,43,10
C08303,43,11
B09001,44,0
B09001,44,17
B09002,44,18
B09002,44,16
B09002,44,17
B09005,44,16
B09005,44,17
B09006,44,16
B09006,44,17
B09008,44,16
B09008,44,17
B09010,44,19
B09010,44,16
B09010,44,17
B09010,44,7
B09016,44,16
B09016,44,17
B09016,44,20
B09017,44,21
B09017,44,16
B09017,44,17
C09008,44,16
C09008,44,17
C09016,44,16
C09016,44,17
C09016,44,20
B10001,45,22
B10001,45,0
B10001,45,16
B10001,45,17
B10002,45,22
B10002,45,16
B10002,45,17
B10010,45,22
B10010,45,16
B10010,45,17
B10010,45,7
B10050,45,22
B10050,45,17
B10051,45,22
B10051,45,17
B10051A,45,22
B10051A,45,3
B10051A,45,17
B10051B,45,22
B10051B,45,3
B10051B,45,17
B10051C,45,22
B10051C,45,3
B10051C,45,17
B10051D,45,22
B10051D,45,3
B10051D,45,17
B10051E,45,22
B10051E,45,3
B10051E,45,17
B10051F,45,22
B10051F,45,3
B10051F,45,17
B10051G,45,22
B10051G,45,3
B10051G,45,17
B10051H,45,22
B10051H,45,3
B10051H,45,17
B10051I,45,22
B10051I,45,3
B10051I,45,17
B10053,45,22
B10053,45,0
B10053,45,17
B10053,45,4
B10054,45,22
B10054,45,17
B10054,45,12
B10055,45,22
B10055,45,23
B10055,45,17
B10056,45,22
B10056,45,17
B10057,45,5
B10057,45,22
B10057,45,17
B10058,45,22
B10058,45,11
B10058,45,17
B10059,45,22
B10059,45,8
B10059,45,17
B10060,45,22
B10060,45,17
B10060,45,24
B10061,45,22
B10061,45,17
B10061,45,9
B10063,45,22
B10063,45,16
B10063,45,17
B11001,46,16
B11001A,46,3
B11001A,46,16
B11001B,46,3
B11001B,46,16
B11001C,46,3
B11001C,46,16
B11001D,46,3
B11001D,46,16
B11001E,46,3
B11001E,46,16
B11001F,46,3
B11001F,46,16
B11001G,46,3
B11001G,46,16
B11001H,46,3
B11001H,46,16
B11001I,46,3
B11001I,46,16
B11007,46,21
B11007,46,16
B11009,46,16
B11009,46,2
B11010,46,0
B11010,46,16
B11010,46,2
B11011,46,16
B11011,46,24
B11012,46,16
B11012,46,9
B11013,46,16
B11013,46,17
B11014,46,16
B11014,46,20
B11015,46,16
C11001A,46,3
C11001A,46,16
C11001B,46,3
C11001B,46,16
C11001C,46,3
C11001C,46,16
C11001D,46,3
C11001D,46,16
C11001E,46,3
C11001E,46,16
C11001F,46,3
C11001F,46,16
C11001G,46,3
C11001G,46,16
C11001H,46,3
C11001H,46,16
C11001I,46,3
C11001I,46,16
C11010,46,0
C11010,46,16
C11010,46,2
C11013,46,16
C11014,46,16
B11002,47,16
B11002A,47,3
B11002A,47,16
B11002B,47,3
B11002B,47,16
B11002C,47,3
B11002C,47,16
B11002D,47,3
B11002D,47,16
B11002E,47,3
B11002E,47,16
B11002F,47,3
B11002F,47,16
B11002G,47,3
B11002G,47,16
B11002H,47,3
B11002H,47,16
B11002I,47,3
B11002I,47,16
B11003,47,16
B11003,47,17
B11004,47,16
B11004,47,17
B11005,47,16
B11005,47,17
B11006,47,16
C11002A,47,3
C11002A,47,16
C11002B,47,3
C11002B,47,16
C11002C,47,3
C11002C,47,16
C11002D,47,3
C11002D,47,16
C11002E,47,3
C11002E,47,16
C11002F,47,3
C11002F,47,16
C11002G,47,3
C11002G,47,16
C11002H,47,3
C11002H,47,16
C11002I,47,3
C11002I,47,16
C11005,47,16
C11005,47,17
B11016,48,16
C11016,48,16
B12001,49,5
B12001,49,2
B12002,49,5
B12002,49,0
B12002,49,2
B12002A,50,5
B12002A,50,3
B12002A,50,2
B12002B,50,5
B12002B,50,3
B12002B,50,2
B12002C,50,5
B12002C,50,3
B12002C,50,2
B12002D,50,5
B12002D,50,3
B12002D,50,2
B12002E,50,5
B12002E,50,3
B12002E,50,2
B12002F,50,5
B12002F,50,3
B12002F,50,2
B12002G,50,5
B12002G,50,3
B12002G,50,2
B12002H,50,5
B12002H,50,3
B12002H,50,2
B12002I,50,5
B12002I,50,3
B12002I,50,2
B12005,50,5
B12005,50,15
C12002,50,5
C12002,50,0
C12002,50,2
B12006,51,5
B12006,51,2
B12007,51,5
B12007A,51,5
B12007A,51,3
B12007B,51,5
B12007B,51,3
B12007C,51,5
B12007C,51,3
B12007D,51,5
B12007D,51,3
B12007E,51,5
B12007E,51,3
B12007F,51,5
B12007F,51,3
B12007G,51,5
B12007G,51,3
B12007H,51,5
B12007H,51,3
B12007I,51,5
B12007I,51,3
B13001,52,5
B13001,52,0
B13001,52,25
B13002,52,5
B13002,52,25
B13002A,52,5
B13002A,52,25
B13002A,52,3
B13002B,52,5
B13002B,52,25
B13002B,52,3
B13002C,52,5
B13002C,52,25
B13002C,52,3
B13002D,52,5
B13002D,52,25
B13002D,52,3
B13002E,52,5
B13002E,52,25
B13002E,52,3
B13002F,52,5
B13002F,52,25
B13002F,52,3
B13002G,52,5
B13002G,52,25
B13002G,52,3
B13002H,52,5
B13002H,52,25
B13002H,52,3
B13002I,52,5
B13002I,52,25
B13002I,52,3
B13004,52,5
B13004,52,25
B13008,52,5
B13008,52,25
B13008,52,4
B13010,52,5
B13010,52,25
B13010,52,8
B13012,52,5
B13012,52,25
B13014,52,5
B13014,52,25
B13014,52,6
C13004,52,5
C13004,52,25
B14001,53,6
B14001A,53,6
B14001A,53,3
B14001B,53,6
B14001B,53,3
B14001C,53,6
B14001C,53,3
B14001D,53,6
B14001D,53,3
B14001E,53,6
B14001E,53,3
B14001F,53,6
B14001F,53,3
B14001G,53,6
B14001G,53,3
B14001H,53,6
B14001H,53,3
B14001I,53,6
B14001I,53,3
B14002,53,6
B14002,53,2
B14003,53,0
B14003,53,6
B14003,53,2
C14002,53,6
C14003,53,0
C14003,53,6
B14004,54,0
B14004,54,6
B14004,54,2
B14005,54,6
B14005,54,11
B14005,54,2
B14006,54,6
B14006,54,8
C14005,54,6
C14005,54,11
C14005,54,2
C14006,54,6
C14006,54,8
B15001,55,0
B15001,55,6
B15001,55,2
B15002,55,6
B15002,55,2
B15002A,55,6
B15002A,55,3
B15002A,55,2
B15002B,55,6
B15002B,55,3
B15002B,55,2
C15001,55,0
C15001,55,6
C15001,55,2
C15002,55,6
C15002,55,2
C15002A,55,6
C15002A,55,3
C15002A,55,2
C15002B,55,6
C15002B,55,3
C15002B,55,2
B15002C,56,6
B15002C,56,3
B15002C,56,2
B15002D,56,6
B15002D,56,3
B15002D,56,2
B15002E,56,6
B15002E,56,3
B15002E,56,2
B15002F,56,6
B15002F,56,3
B15002F,56,2
B15002G,56,6
B15002G,56,3
B15002G,56,2
B15002H,56,6
B15002H,56,3
B15002H,56,2
B15002I,56,6
B15002I,56,3
B15002I,56,2
B15004,56,6
B15004,56,8
B15004,56,2
C15002C,56,6
C15002C,56,3
C15002C,56,2
C15002D,56,6
C15002D,56,3
C15002D,56,2
C15002E,56,6
C15002E,56,3
C15002E,56,2
C15002F,56,6
C15002F,56,3
C15002F,56,2
C15002G,56,6
C15002G,56,3
C15002G,56,2
C15002H,56,6
C15002H,56,3
C15002H,56,2
C15002I,56,6
C15002I,56,3
C15002I,56,2
B16001,57,12
B16005A,57,15
B16005A,57,3
B16005A,57,12
B16005B,57,15
B16005B,57,3
B16005B,57,12
C16001,57,12
B16002,58,0
B16002,58,16
B16002,58,12
B16003,58,0
B16003,58,16
B16003,58,12
B16004,58,0
B16004,58,12
B16005,58,15
B16005,58,12
C16003,58,0
C16003,58,16
C16003,58,12
C16004,58,0
C16004,58,12
C16005,58,15
C16005,58,12
B16005C,59,15
B16005C,59,3
B16005C,59,12
B16005D,59,15
B16005D,59,3
B16005D,59,12
B16005E,59,15
B16005E,59,3
B16005E,59,12
B16005F,59,15
B16005F,59,3
B16005F,59,12
B16005G,59,15
B16005G,59,3
B16005G,59,12
B16005H,60,15
B16005H,60,3
B16005H,60,12
B16005I,60,15
B16005I,60,3
B16005I,60,12
B16006,60,3
B16006,60,12
B16007,60,0
B16007,60,12
B16008,60,0
B16008,60,4
B16008,60,12
B16009,60,0
B16009,60,8
B16009,60,12
C16006,60,3
C16006,60,12
C16007,60,0
C16007,60,12
C16008,60,4
C16008,60,12
C16009,60,8
C16009,60,12
B16010,61,6
B16010,61,11
B16010,61,12
C16010,61,6
C16010,61,11
C16010,61,12
B17001,62,0
B17001,62,8
B17001,62,2
B17001A,62,0
B17001A,62,3
B17001A,62,8
B17001A,62,2
B17001B,62,0
B17001B,62,3
B17001B,62,8
B17001B,62,2
C17001,62,0
C17001,62,8
C17001,62,2
C17001A,62,0
C17001A,62,3
C17001A,62,8
C17001A,62,2
C17001B,62,0
C17001B,62,3
C17001B,62,8
C17001B,62,2
B17001C,63,0
B17001C,63,3
B17001C,63,8
B17001C,63,2
B17001D,63,0
B17001D,63,3
B17001D,63,8
B17001D,63,2
B17001E,63,0
B17001E,63,3
B17001E,63,8
B17001E,63,2
C17001C,63,0
C17001C,63,3
C17001C,63,8
C17001C,63,2
C17001D,63,0
C17001D,63,3
C17001D,63,8
C17001D,63,2
C17001E,63,0
C17001E,63,3
C17001E,63,8
C17001E,63,2
B17001F,64,0
B17001F,64,3
B17001F,64,8
B17001F,64,2
B17001G,64,0
B17001G,64,3
B17001G,64,8
B17001G,64,2
B17001H,64,0
B17001H,64,3
B17001H,64,8
B17001H,64,2
C17001F,64,0
C17001F,64,3
C17001F,64,8
C17001F,64,2
C17001G,64,0
C17001G,64,3
C17001G,64,8
C17001G,64,2
C17001H,64,0
C17001H,64,3
C17001H,64,8
C17001H,64,2
B17001I,65,0
B17001I,65,3
B17001I,65,8
B17001I,65,2
B17002,65,8
B17002,65,7
B17003,65,6
B17003,65,8
B17003,65,2
B17004,65,11
B17004,65,8
B17004,65,2
B17005,65,11
B17005,65,8
B17005,65,2
B17006,65,16
B17006,65,0
B17006,65,18
B17006,65,8
B17006,65,17
C17001I,65,0
C17001I,65,3
C17001I,65,8
C17001I,65,2
C17002,65,8
C17002,65,7
C17003,65,6
C17003,65,8
C17004,65,11
C17004,65,8
C17006,65,16
C17006,65,18
C17006,65,8
C17006,65,17
B17007,66,0
B17007,66,8
B17007,66,2
B17008,66,2
B17008,66,8
B17008,66,7
B17009,66,16
B17009,66,11
B17009,66,8
B17010,66,16
B17010,66,0
B17010,66,18
B17010,66,8
B17010,66,17
B17010A,66,3
B17010A,66,16
B17010A,66,0
B17010A,66,18
B17010A,66,8
B17010A,66,17
B17010B,66,3
B17010B,66,16
B17010B,66,0
B17010B,66,18
B17010B,66,8
B17010B,66,17
C17007,66,8
C17007,66,2
C17009,66,11
C17009,66,8
C17010,66,16
C17010,66,18
C17010,66,8
C17010,66,17
C17010A,66,16
C17010A,66,18
C17010A,66,8
C17010A,66,17
C17010A,66,3
B17010C,67,3
B17010C,67,16
B17010C,67,0
B17010C,67,18
B17010C,67,8
B17010C,67,17
B17010D,67,3
B17010D,67,16
B17010D,67,0
B17010D,67,18
B17010D,67,8
B17010D,67,17
B17010E,67,3
B17010E,67,16
B17010E,67,0
B17010E,67,18
B17010E,67,8
B17010E,67,17
B17010F,67,3
B17010F,67,16
B17010F,67,0
B17010F,67,18
B17010F,67,8
B17010F,67,17
C17010B,67,16
C17010B,67,18
C17010B,67,8
C17010B,67,17
C17010B,67,3
C17010C,67,16
C17010C,67,18
C17010C,67,8
C17010C,67,17
C17010C,67,3
C17010D,67,16
C17010D,67,18
C17010D,67,3
C17010D,67,8
C17010D,67,17
C17010E,67,16
C17010E,67,18
C17010E,67,8
C17010E,67,17
C17010E,67,3
B17010G,68,3
B17010G,68,16
B17010G,68,0
B17010G,68,18
B17010G,68,8
B17010G,68,17
B17010H,68,3
B17010H,68,16
B17010H,68,0
B17010H,68,18
B17010H,68,8
B17010H,68,17
B17010I,68,3
B17010I,68,16
B17010I,68,0
B17010I,68,18
B17010I,68,8
B17010I,68,17
B17011,68,16
B17011,68,18
B17011,68,8
B17011,68,7
B17012,68,16
B17012,68,8
B17012,68,17
C17010F,68,16
C17010F,68,18
C17010F,68,3
C17010F,68,8
C17010F,68,17
C17010G,68,16
C17010G,68,18
C17010G,68,3
C17010G,68,8
C17010G,68,17
C17010H,68,16
C17010H,68,18
C17010H,68,8
C17010H,68,17
C17010H,68,3
C17010I,68,16
C17010I,68,18
C17010I,68,8
C17010I,68,17
C17010I,68,3
C17012,68,16
C17012,68,8
C17012,68,17
B17013,69,16
B17013,69,8
B17014,69,16
B17014,69,11
B17014,69,8
B17015,69,19
B17015,69,16
B17015,69,18
B17015,69,8
B17015,69,7
B17016,69,16
B17016,69,11
B17016,69,18
B17016,69,8
C17013,69,16
C17013,69,8
C17014,69,16
C17014,69,11
C17014,69,8
C17015,69,19
C17015,69,16
C17015,69,8
C17015,69,7
C17016,69,16
C17016,69,11
C17016,69,8
B17017,70,16
B17017,70,0
B17017,70,8
B17018,70,16
B17018,70,6
B17018,70,8
B17019,70,16
B17019,70,8
B17019,70,9
B17020A,70,0
B17020A,70,3
B17020A,70,8
B17020B,70,0
B17020B,70,3
B17020B,70,8
B17020C,70,0
B17020C,70,3
B17020C,70,8
C17017,70,16
C17017,70,8
C17018,70,16
C17018,70,6
C17018,70,8
C17019,70,16
C17019,70,8
C17019,70,9
C17020A,70,0
C17020A,70,3
C17020A,70,8
C17020B,70,0
C17020B,70,3
C17020B,70,8
C17020C,70,0
C17020C,70,3
C17020C,70,8
B17020D,71,0
B17020D,71,3
B17020D,71,8
B17020E,71,0
B17020E,71,3
B17020E,71,8
B17020F,71,0
B17020F,71,3
B17020F,71,8
B17020G,71,0
B17020G,71,3
B17020G,71,8
B17020H,71,0
B17020H,71,3
B17020H,71,8
B17020I,71,0
B17020I,71,3
B17020I,71,8
B17021,71,16
B17021,71,8
C17020D,71,0
C17020D,71,3
C17020D,71,8
C17020E,71,0
C17020E,71,3
C17020E,71,8
C17020F,71,0
C17020F,71,3
C17020F,71,8
C17020G,71,0
C17020G,71,3
C17020G,71,8
C17020H,71,0
C17020H,71,3
C17020H,71,8
C17020I,71,0
C17020I,71,3
C17020I,71,8
C17021,71,16
C17021,71,8
B17022,72,16
B17022,72,0
B17022,72,18
B17022,72,8
B17022,72,7
B17022,72,17
B17023,72,16
B17023,72,8
B17023,72,17
C17022,72,16
C17022,72,18
C17022,72,8
C17022,72,7
C17023,72,16
C17023,72,8
C17023,72,17
B17024,73,0
B17024,73,8
B17024,73,7
B17025,73,15
B17025,73,8
C17024,73,0
C17024,73,8
C17024,73,7
C17025,73,15
C17025,73,8
B18001,74,0
B18001,74,23
B18001,74,2
B18002,74,0
B18002,74,23
B18002,74,2
B18003,74,0
B18003,74,23
B18003,74,2
B18004,74,0
B18004,74,23
B18004,74,2
C18001,74,0
C18001,74,23
C18001,74,2
C18002,74,0
C18002,74,23
C18002,74,2
C18003,74,0
C18003,74,23
C18003,74,2
C18004,74,0
C18004,74,23
C18004,74,2
B18005,75,0
B18005,75,23
B18005,75,2
B18006,75,0
B18006,75,23
B18006,75,2
B18007,75,0
B18007,75,23
B18007,75,2
B18008,75,11
B18008,75,0
B18008,75,23
B18008,75,2
B18010,75,6
B18010,75,23
B18011,75,6
B18011,75,23
B18012,75,6
B18012,75,23
C18005,75,0
